Srno,EnglishRecepie,FlavourProfile,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Diet,Course,Cuisine,Region,StringCleanedLowerIngredientsFiltered,ProcessedCleanedLoweredIngredientsFiltered,common_alergens,URL
4927,Italian Baked Pasta Recipe With Cheese  Bread Crumbs,Spicy,10,50,60,2,Vegetarian,Dinner,Italian Recipes,International,del monte farfalle pasta button mushroom large slices onion laung garlic tomato cherry tomato halved basil parsley green olives black olives mozzarella cheese parmesan cheese wheat bread crumbs black peppercorns crushed olive oil butter salt,"['del', 'monte', 'farfalle', 'pasta', 'button', 'mushroom', 'large', 'slices', 'onion', 'laung', 'garlic', 'tomato', 'cherry', 'tomato', 'halved', 'basil', 'parsley', 'olives', 'olives', 'mozzarella', 'cheese', 'parmesan', 'cheese', 'wheat', 'bread', 'crumbs', 'peppercorns', 'olive', 'oil', 'butter', 'salt']","['butter', 'mushroom', 'cheese']",https://www.archanaskitchen.com/italian-home-style-baked-pasta-recipe-with-cheese-bread-crumbs
4928,Traditional Mathri Recipe  North Indian Savoury Cracker Recipe,Savory,30,60,90,4,Vegetarian,Snack,North Indian Recipes,North India,vivatta maida ghee salt ajwain carom black peppercorns coarsely pounded water knead sunflower oil deep,"['vivatta', 'maida', 'ghee', 'salt', 'ajwain', 'carom', 'peppercorns', 'coarsely', 'pounded', 'water', 'knead', 'oil', 'deep']",['ghee'],http://www.archanaskitchen.com/mathri-north-indian-savoury-snack-recipe
4929,Matar Samosa Chaat Recipe  Delicious Evening Tea Time Snack,Savory,45,45,90,4,Vegetarian,Snack,North Indian Recipes,North India,dried green peas vatana hours kalonji onion nigella ginger onion tomato green chillies haldi haldi chaat masala garam masala amchur mango salt punjabi aloo samosa chutney date tamarind green chutney coriander mint sev bhujia onion fresh pomegranate fruit kernels,"['peas', 'vatana', 'hours', 'kalonji', 'onion', 'nigella', 'ginger', 'onion', 'tomato', 'chillies', 'haldi', 'haldi', 'chaat', 'masala', 'garam', 'masala', 'amchur', 'mango', 'salt', 'punjabi', 'aloo', 'samosa', 'chutney', 'date', 'tamarind', 'chutney', 'coriander', 'mint', 'sev', 'bhujia', 'onion', 'pomegranate', 'fruit', 'kernels']",['mango'],http://www.archanaskitchen.com/matar-samosa-chaat-recipe-a-delicious-evening-tea-time-snack
4930,Masala Omelette Waffles Recipe,Tangy,10,25,35,4,High Protein Vegetarian,Brunch,Fusion,International,egg milk onion size green bell pepper capsicum tomato deseeded broccoli heads chilli jeera jeera coriander coriander haldi haldi salt butter,"['egg', 'milk', 'onion', 'size', 'bell', 'pepper', 'capsicum', 'tomato', 'deseeded', 'broccoli', 'heads', 'chilli', 'jeera', 'jeera', 'coriander', 'coriander', 'haldi', 'haldi', 'salt', 'butter']","['butter', 'milk']",http://www.archanaskitchen.com/masala-omelette-waffles-recipe
4931, Ridge Gourd Pachadi (Recipe In Hindi),Sweet,15,15,30,5,Vegetarian,Side Dish,South Indian Recipes,South India,trumpet peel chop green chillies tamarind laung garlic jeera salt oil,"['trumpet', 'peel', 'chop', 'chillies', 'tamarind', 'laung', 'garlic', 'jeera', 'salt', 'oil']",[],https://www.archanaskitchen.com/ridge-gourd-pachadi-recipe-ridge-gourd-chutney-in-hindi
4932,Tangy Red Purifier  Tomato Beetroot Juice Recipe,Sweet,10,10,20,2,Vegetarian,Snack,Indian,Indian,beetroot tomato cucumber ginger lemon juice coriander coriander black saltkala namak,"['beetroot', 'peeled', 'tomato', 'cucumber', 'peeled', 'ginger', 'lemon', 'coriander', 'coriander', 'saltkala', 'namak']",[],https://www.archanaskitchen.com/tangy-red-purifier-healthy-fresh-juice-recipe
4933,Choco Swirl Cookies Recipe (Eggless Choco Pinwheel Cookies),Spicy,10,110,120,10,Vegetarian,Snack,Continental,International,purpose flour maida sugar butter milk adjust vanilla extract baking salt purpose flour maida cocoa sugar butter vanilla extract baking adjust milk salt,"['flour', 'maida', 'sugar', 'butter', 'milk', 'adjust', 'vanilla', 'baking', 'salt', 'flour', 'maida', 'cocoa', 'sugar', 'butter', 'vanilla', 'baking', 'adjust', 'milk', 'salt']","['butter', 'milk']",https://www.archanaskitchen.com/choco-swirl-cookies-recipe-eggless-choco-pinwheel-cookies
4934,Subz Noor E Chashm Recipe (Nawabi Curry Recipe ),Savory,20,30,50,4,Vegetarian,Lunch,Awadhi,North India,cauliflower gobi florets blanched green peas matar carrot carrot cubed blanched bay tej patta laung laung laung jeera jeera laung garlic ginger haldi haldi chilli garam masala jeera jeera onions tomato cashew nuts almond almond blanched curd curd curd salt sunflower oil sprig coriander coriander garnish,"['cauliflower', 'gobi', 'florets', 'blanched', 'peas', 'matar', 'carrot', 'carrot', 'cubed', 'blanched', 'bay', 'tej', 'patta', 'laung', 'laung', 'laung', 'jeera', 'jeera', 'laung', 'garlic', 'ginger', 'haldi', 'haldi', 'chilli', 'garam', 'masala', 'jeera', 'jeera', 'onions', 'tomato', 'cashew', 'nuts', 'almond', 'almond', 'blanched', 'curd', 'curd', 'curd', 'salt', 'oil', 'sprig', 'coriander', 'coriander']","['carrot', 'curd']",http://www.archanaskitchen.com/subz-noor-e-chasham-recipe-nawabi-curry-recipe
4935,Roasted Chickpeas With Apples Salad Recipe,Savory,5,60,65,4,Vegetarian,Appetizer,Continental,International,kala chana brown chickpeas overnight apple matchstickthin slices salad beetroot pickledroasted lemon juice salt olive oil chilli avocado walnut,"['chana', 'brown', 'chickpeas', 'overnight', 'apple', 'matchstickthin', 'slices', 'salad', 'beetroot', 'pickledroasted', 'lemon', 'salt', 'olive', 'oil', 'chilli', 'avocado', 'walnut']","['walnut', 'apple']",https://www.archanaskitchen.com/roasted-chickpeas-with-apples-salad-recipe
4936,Roasted Vegetables Pizza Pouch Recipe,Savory,20,30,50,4,Vegetarian,Appetizer,Italian Recipes,International,pizza dough divided lemon sized balls onion bell pepper capsicum button mushroom cabbage patta gobi muttaikose carrots carrot green peas matar clove garlic corn raisins olive oil soy sauce chilli sauce salt,"['pizza', 'dough', 'divided', 'lemon', 'sized', 'balls', 'onion', 'bell', 'pepper', 'capsicum', 'button', 'mushroom', 'cabbage', 'patta', 'gobi', 'muttaikose', 'carrots', 'carrot', 'peas', 'matar', 'clove', 'garlic', 'corn', 'raisins', 'olive', 'oil', 'soy', 'chilli', 'salt']","['mushroom', 'carrot', 'corn']",https://www.archanaskitchen.com/baked-vegetable-pouch-recipe
4937, Kaddu Simla Mirch Sabzi (Recipe In Hindi),Savory,15,30,45,6,Vegetarian,Lunch,North Indian Recipes,North India,pumpkin tomato capsicum green green chili mustard jeera methiseeds haldi sambar jaggery oil salt,"['pumpkin', 'tomato', 'capsicum', 'chili', 'mustard', 'jeera', 'methiseeds', 'haldi', 'sambar', 'jaggery', 'oil', 'salt']",['mustard'],https://www.archanaskitchen.com/kaddu-simla-mirch-sabzi-recipe-in-hindi
4938,Creamy Veg Spring Roll Recipe,Savory,30,45,75,6,Vegetarian,Snack,Continental,International,spring roll wrappers purpose flour maida hakka noodles boiled carrot carrot bell pepper capsicum cabbage patta gobi muttaikose eggless mayonnaise saltand pepper sunflower oil deep,"['spring', 'roll', 'wrappers', 'flour', 'maida', 'hakka', 'noodles', 'boiled', 'carrot', 'carrot', 'bell', 'pepper', 'capsicum', 'cabbage', 'patta', 'gobi', 'muttaikose', 'eggless', 'mayonnaise', 'saltand', 'pepper', 'oil', 'deep']",['carrot'],https://www.archanaskitchen.com/creamy-veg-spring-roll-recipe-kids-recipes-made-with-del-monte
4939, Goan Egg Drop Curry (Recipe In Hindi),Spicy,15,30,45,2,Non Vegeterian,Dinner,Goan Recipes,West India,egg onion garlic coconut onion coriander tamarind marble size chili haldi water salt oil,"['egg', 'onion', 'garlic', 'coconut', 'onion', 'coriander', 'tamarind', 'marble', 'size', 'chili', 'haldi', 'water', 'salt', 'oil']",[],https://www.archanaskitchen.com/goan-egg-drop-curry-recipe-in-hindi
4940,Mooli Gobhi Aur Methi Sabzi Recipe,Savory,10,15,25,4,Diabetic Friendly,Side Dish,Indian,Indian,cauliflower gobi florets mooli mullangi radish slices methi methileaves tighly packed laung garlic green chillies haldi haldi chilli mustard oil salt,"['cauliflower', 'gobi', 'florets', 'mooli', 'mullangi', 'radish', 'slices', 'methi', 'methileaves', 'tighly', 'packed', 'laung', 'garlic', 'chillies', 'haldi', 'haldi', 'chilli', 'mustard', 'oil', 'salt']",['mustard'],https://www.archanaskitchen.com/mooli-gobhi-aur-methi-sabzi-recipe
4941,Khatte Baingan Recipe,Tangy,5,20,25,4,Vegetarian,Lunch,Indian,Indian,brinjal baingan eggplant crown removed each sunflower oil jeera jeera black peppercorns mustard sesame til ginger garlic tomato deseeded pureed tamarind lemon sized ball chilli coriander coriander haldi haldi jeera jeera salt coriander coriander sunflower oil,"['brinjal', 'baingan', 'eggplant', 'crown', 'removed', 'each', 'oil', 'jeera', 'jeera', 'peppercorns', 'mustard', 'sesame', 'til', 'ginger', 'garlic', 'tomato', 'deseeded', 'pureed', 'tamarind', 'lemon', 'sized', 'ball', 'chilli', 'coriander', 'coriander', 'haldi', 'haldi', 'jeera', 'jeera', 'salt', 'coriander', 'coriander', 'oil']","['sesame', 'eggplant', 'brinjal', 'mustard']",http://www.archanaskitchen.com/khatte-baingan-recipe
4942,Chettinad Masala Powder Recipe,Sweet,5,10,15,1,Vegetarian,Vegetarian,Chettinad,South India,coriander coriander jeera jeera chillies ajwain carom star anise cardamom elaichi podsseeds elaichi stick dalchini laung laung saufseeds saunf black peppercorns methi methiseeds poppy mace javitri,"['coriander', 'coriander', 'jeera', 'jeera', 'chillies', 'ajwain', 'carom', 'star', 'anise', 'cardamom', 'elaichi', 'podsseeds', 'elaichi', 'dalchini', 'laung', 'laung', 'saufseeds', 'saunf', 'peppercorns', 'methi', 'methiseeds', 'poppy', 'mace', 'javitri']",[],http://www.archanaskitchen.com/chettinad-masala-powder-recipe
4943,Chicken Barbecue Pizza Recipe,Spicy,30,60,90,4,Non Vegeterian,Lunch,Italian Recipes,International,wheat flour some flour dusting olive oil active yeast sugar salt lukewarm water tomato puree onion laung garlic dried thyme chilli flakes tabasco original hot sauce sugar salt chicken breasts barbeque sauce,"['wheat', 'flour', 'some', 'flour', 'dusting', 'olive', 'oil', 'active', 'yeast', 'sugar', 'salt', 'lukewarm', 'water', 'tomato', 'onion', 'laung', 'garlic', 'thyme', 'chilli', 'flakes', 'tabasco', 'original', 'hot', 'sugar', 'salt', 'chicken', 'barbeque']",['chicken'],https://www.archanaskitchen.com/chicken-barbecue-pizza-recipe
4944,Tomato Onion Gravy Sabzi Recipe,Savory,15,15,30,3,Vegetarian,Lunch,Indian,Indian,tomato onions jeera jeera mustard curry hinghing green chillies adjustable laung garlic water chilli haldi haldi coriander coriander sunflower oil salt coriander coriander sprigs,"['tomato', 'onions', 'jeera', 'jeera', 'mustard', 'curry', 'hinghing', 'chillies', 'adjustable', 'laung', 'garlic', 'water', 'chilli', 'haldi', 'haldi', 'coriander', 'coriander', 'oil', 'salt', 'coriander', 'coriander', 'sprigs']",['mustard'],http://www.archanaskitchen.com/tomato-onion-gravy-sabzi-recipe
4945,Manathakkali Thayir Pachadi Recipe,Tangy,5,10,15,4,Vegetarian,Side Dish,Tamil Nadu,South India,manathakkali kai vathal salt mor milagai dried green chillies coriander coriander bunch sunflower oil mustard hinghing water curd curd curd,"['manathakkali', 'kai', 'vathal', 'salt', 'mor', 'milagai', 'chillies', 'coriander', 'coriander', 'bunch', 'oil', 'mustard', 'hinghing', 'water', 'curd', 'curd', 'curd']","['mustard', 'curd']",https://www.archanaskitchen.com/manathakkali-thayir-pachadi-recipe
4946,Dahi Achari Bhindi Recipe,Savory,10,45,55,4,Vegetarian,Side Dish,North Indian Recipes,North India,bhindi lady fingerokra onion tomato ginger chilli haldi haldi coriander coriander curd curd curd flour besan saufseeds saunf jeera jeera kalonji onion nigella mustard ajwain carom,"['bhindi', 'lady', 'fingerokra', 'onion', 'tomato', 'ginger', 'chilli', 'haldi', 'haldi', 'coriander', 'coriander', 'curd', 'curd', 'curd', 'gram', 'flour', 'besan', 'saufseeds', 'saunf', 'jeera', 'jeera', 'kalonji', 'onion', 'nigella', 'mustard', 'ajwain', 'carom']","['mustard', 'curd']",https://www.archanaskitchen.com/dahi-achari-bhindi-recipe
4947,Fusion Wrap Recipe (Mixed Vegetables Wrapped In Tortilla),Spicy,15,20,35,4,Vegetarian,Lunch,Continental,International,olive oil onion laung garlic ground green bell pepper capsicum bell pepper capsicum corn boiled carrot carrot julienned tomato deseeded potato aloo boiled black peppercorns crushed pizza seasoning chilli flakes tomato ketchup salt tortillas classic mayonnaise egg iceberg lettuce cheddar cheese,"['olive', 'oil', 'onion', 'laung', 'garlic', 'ground', 'bell', 'pepper', 'capsicum', 'bell', 'pepper', 'capsicum', 'corn', 'boiled', 'carrot', 'carrot', 'julienned', 'tomato', 'deseeded', 'potato', 'aloo', 'boiled', 'peppercorns', 'pizza', 'seasoning', 'chilli', 'flakes', 'tomato', 'ketchup', 'salt', 'tortillas', 'classic', 'mayonnaise', 'with', 'egg', 'iceberg', 'lettuce', 'cheddar', 'cheese']","['cheese', 'carrot', 'corn']",http://www.archanaskitchen.com/fusion-wrap-recipe-mixed-vegetables-wrapped-in-tortilla
4948,Heerekai Sippe Chutney Recipe (Ridge Gourd Peel Chutney),Savory,10,20,30,4,Diabetic Friendly,Side Dish,Karnataka,South India,ridge gourd skin turai peerkangai peel two ridge gourds tamarind lemon sized fresh coconut green chillies jeera jeera butter unsalted jaggery sunflower oil mustard jeera jeera chillies sprig curry,"['ridge', 'gourd', 'skin', 'turai', 'peerkangai', 'peel', 'two', 'ridge', 'gourds', 'tamarind', 'lemon', 'sized', 'coconut', 'chillies', 'jeera', 'jeera', 'butter', 'jaggery', 'oil', 'mustard', 'jeera', 'jeera', 'chillies', 'sprig', 'curry']","['butter', 'mustard']",https://www.archanaskitchen.com/heerekai-sippe-chutney-recipe-ridge-gourd-peel-chutney
4949, Chettinad Dry Pepper Chicken Recipe,Spicy,10,30,40,4,High Protein Non Vegetarian,Appetizer,Chettinad,South India,chicken onion tomato sprig curry ginger garlic haldi jeera compress coriander saufpowder black pepper salt water oil coriander garnish,"['chicken', 'onion', 'tomato', 'sprig', 'curry', 'ginger', 'garlic', 'haldi', 'jeera', 'compress', 'coriander', 'saufpowder', 'roast', 'pepper', 'salt', 'water', 'oil', 'coriander']",['chicken'],https://www.archanaskitchen.com/chettinad-dry-pepper-chicken-recipe-in-hindi
4950,Shredded Chicken Cheese Sandwich Recipe,Savory,20,10,30,2,High Protein Non Vegetarian,World Breakfast,Continental,International,chicken breasts basil pizza pasta sauce italian seasoning laung garlic black pepper mozzarella cheese cheese butter melted olive oil,"['chicken', 'basil', 'pizza', 'pasta', 'italian', 'seasoning', 'laung', 'garlic', 'pepper', 'mozzarella', 'cheese', 'cheese', 'butter', 'melted', 'olive', 'oil']","['butter', 'cheese', 'chicken']",http://www.archanaskitchen.com/shredded-chicken-cheese-sandwich-recipe
4951,Dimer Malai Curry Recipe (Bengali Style Egg Curry In Coconut Milk),Savory,15,50,65,4,Non Vegeterian,Lunch,Bengali Recipes,East India,egg boiled onions garlic ginger tomato pureed coconut milk green chillies haldi haldi coriander coriander chilli jeera jeera tej tej patta elaichi stick dalchini black peppercorns black cardamom badi elaichi cardamom elaichi podsseeds salt sunflower oil kasuri methi dried methileaves coriander coriander,"['egg', 'boiled', 'onions', 'garlic', 'ginger', 'tomato', 'pureed', 'coconut', 'milk', 'chillies', 'minced', 'haldi', 'haldi', 'coriander', 'coriander', 'chilli', 'jeera', 'jeera', 'tej', 'tej', 'patta', 'elaichi', 'dalchini', 'peppercorns', 'cardamom', 'badi', 'elaichi', 'cardamom', 'elaichi', 'podsseeds', 'salt', 'oil', 'kasuri', 'methi', 'methileaves', 'coriander', 'coriander']",['milk'],https://www.archanaskitchen.com/dimer-malai-curry-recipe-bengali-style-egg-curry-in-coconut-milk
4952,Baked Cheesy Broccoli Pasta Recipe,Savory,10,30,40,4,High Protein Vegetarian,Dinner,Italian Recipes,International,penne pasta broccoli florets laung garlic black pepper italian seasoning chilli flakes mozzarella cheese olive oil salt wheat flour milk fresh cream saltand pepper nutmeg,"['penne', 'pasta', 'broccoli', 'florets', 'laung', 'garlic', 'pepper', 'italian', 'seasoning', 'chilli', 'flakes', 'mozzarella', 'cheese', 'olive', 'oil', 'salt', 'wheat', 'flour', 'milk', 'cream', 'saltand', 'pepper', 'nutmeg']","['milk', 'cheese']",http://www.archanaskitchen.com/broccoli-pesto-pasta-recipe
4953,Whole Wheat Ravioli with Paneer  Creamy Mushroom Oat Sauce Recipe,Savory,10,60,70,4,Vegetarian,Lunch,Italian Recipes,International,button mushroom quartered laung garlic milk low fat instant oats oatmeal chilli flakes sprig basil dried basil salt wheat flour salt sunflower oil paneer paneer dried oregano salt,"['button', 'mushroom', 'quartered', 'laung', 'garlic', 'milk', 'low', 'fat', 'instant', 'oats', 'oatmeal', 'chilli', 'flakes', 'sprig', 'basil', 'basil', 'salt', 'wheat', 'flour', 'salt', 'oil', 'paneer', 'paneer', 'oregano', 'salt']","['mushroom', 'paneer', 'milk']",https://www.archanaskitchen.com/whole-wheat-ravioli-with-paneer-creamy-mushroom-oat-sauce-recipe
4954, Surati Jowar Vada,Savory,60,35,95,4,Gluten Free,Snack,North Indian Recipes,North India,jowar flour flour ginger chop laung garlic chop chili haldi curd salt sesame oil,"['jowar', 'flour', 'gram', 'flour', 'ginger', 'chop', 'laung', 'garlic', 'chop', 'chili', 'haldi', 'curd', 'salt', 'sesame', 'oil']","['sesame', 'curd']",https://www.archanaskitchen.com/surati-jowar-vada-recipe-in-hindi
4955,Gujarati Style Bhakri RecipeA Multigrain Flat Bread,Savory,20,30,50,4,Diabetic Friendly,North Indian Breakfast,Maharashtrian Recipes,West India,wheat flour jowar flour sorghum ghee ajwain carom sesame black peppercorns coarsely pounded haldi haldi ginger salt,"['wheat', 'flour', 'jowar', 'flour', 'sorghum', 'ghee', 'ajwain', 'carom', 'sesame', 'peppercorns', 'coarsely', 'pounded', 'haldi', 'haldi', 'ginger', 'salt']","['ghee', 'sesame']",http://www.archanaskitchen.com/bhakri-a-multigrain-gujarati-flat-bread-recipe
4956, Besan Burji (Recipe In Hindi),Sweet,15,30,45,4,Vegan,North Indian Breakfast,Indian,Indian,sprig coriander coriander,"['sprig', 'coriander', 'coriander']",[],https://www.archanaskitchen.com/besan-burji-recipe-in-hindi
4957,Methi Murgh Recipe  Chicken with methiLeaves,Spicy,10,45,55,4,High Protein Non Vegetarian,Lunch,North Indian Recipes,North India,chicken bones methi methileaves washed onions tomato laung garlic crushed ginger saufseeds saunf elaichi stick dalchini black peppercorns chilli haldi haldi garam masala jeera jeera salt sunflower oil,"['chicken', 'with', 'bones', 'methi', 'methileaves', 'onions', 'tomato', 'laung', 'garlic', 'ginger', 'saufseeds', 'saunf', 'elaichi', 'dalchini', 'peppercorns', 'chilli', 'haldi', 'haldi', 'garam', 'masala', 'jeera', 'jeera', 'salt', 'oil']",['chicken'],https://www.archanaskitchen.com/methi-murgh-recipe-chicken-with-methi-leaves-recipe
